Age,Gender,familyhistory,treatment,workinterfere,noofemployees,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,coworkers,supervisor,mentalvsphysical
26,Women,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Some of them,Some of them,No
24,Man,No,Yes,Rarely,26-100,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Some of them,Yes,Don't know
37,Man,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Some of them,Don't know
43,Man,Yes,Yes,Often,0-25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Yes
40,Man,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,Some of them,Yes
30,Man,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Some of them,No,No
34,Man,No,Yes,Sometimes,0-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No,Don't know
27,Man,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Don't know
36,Man,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,Yes,Yes,Don't know
27,Man,No,No,Rarely,0-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,Some of them,No
35,Man,Yes,No,Never,100-500,No,Yes,Yes,No,No,No,Yes,Don't know,No,No,Don't know
32,Man,No,No,Never,0-25,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,No,Yes
37,Man,No,No,NA,500-1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
29,Man,No,No,NA,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,Yes,Yes
33,Women ,No,No,Never,500-1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Some of them,Yes,Yes
28,Man,No,No,Sometimes,0-25,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,No,Don't know
26,Women,Yes,No,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No,No
27,Man,Yes,Yes,Sometimes,0-25,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Some of them,Yes,Yes
38,Man,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Some of them,Yes,Yes
57,Man,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Yes,No
28,Man,No,Yes,Sometimes,More than 1000,No,Yes,No,No,No,No,No,Very difficult,No,Some of them,No
26,Man,No,No,Never,0-25,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Yes,No
42,Women,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Some of them,No,Don't know
31,Man,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes,Yes
58,Man,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Yes,Yes
29,Man,No,No,Sometimes,0-25,No,Yes,Don't know,No,No,No,Don't know,Very difficult,No,No,No
39,Women,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Some of them,Some of them,No
34,Man,No,No,Sometimes,0-25,Yes,Yes,Don't know,No,No,No,Don't know,Very difficult,Some of them,Yes,Don't know
57,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No,Don't know
27,Man,Yes,Yes,Sometimes,0-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No,No
23,Man,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Don't know
18,Man,No,No,NA,500-1000,Yes,No,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Don't know
30,Women,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes,Don't know
23,Man,No,No,Never,26-100,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Yes
43,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Don't know
18,Women,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
29,Man,No,Yes,Rarely,0-25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,No,Don't know
48,Man,No,No,Never,0-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Don't know
43,Man,No,Yes,Sometimes,26-100,No,No,No,Yes,Don't know,No,Don't know,Somewhat easy,Some of them,Some of them,No
28,Women,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No,Don't know
30,Man,Yes,Yes,Often,500-1000,Yes,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Yes
26,Man,No,No,Sometimes,0-25,No,Yes,No,No,No,No,Yes,Very easy,Some of them,Yes,Yes
33,Man,No,No,Never,0-25,No,No,No,No,No,No,Don't know,Don't know,Some of them,Some of them,No
31,Man,No,No,NA,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,Some of them,Yes
30,Man,No,No,Rarely,100-500,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
27,Man,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,No,No
24,Women,Yes,Yes,Sometimes,500-1000,Yes,Yes,No,No,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
25,Man,No,No,NA,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,No,Don't know
23,Women,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,Some of them,Some of them,Yes
36,Man,No,Yes,Sometimes,More than 1000,No,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No,No
25,Women,Yes,Yes,Often,500-1000,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Some of them,No,No
54,Man,No,Yes,Sometimes,More than 1000,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No
34,Man,No,No,Rarely,0-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Some of them,Some of them,Yes
38,Women,No,Yes,NA,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,No
40,Man,Yes,No,NA,More than 1000,No,Yes,No,No,No,No,No,Don't know,Some of them,No,No
32,Man,No,No,NA,26-100,No,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,Some of them,Don't know
25,Man,No,No,Never,More than 1000,No,No,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,Yes,Yes,Don't know
35,Women,No,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No
46,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,No,Yes
42,Man,No,No,Never,100-500,No,No,Yes,No,Yes,No,Don't know,Very difficult,Yes,Yes,No
32,Man,Yes,Yes,Sometimes,0-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Yes,Yes
47,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Some of them,Yes,Yes
22,Man,No,No,NA,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Some of them,Yes,Yes
33,Women,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Some of them,Some of them,Don't know
25,Women,No,No,Sometimes,0-25,No,Yes,No,No,No,No,No,Somewhat easy,Some of them,No,Yes
29,Man,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Don't know
39,Man,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes
38,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,No
43,Man,No,No,NA,0-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,No,Don't know
46,Man,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Some of them,Yes,Yes
38,Women,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No
33,Man,No,Yes,Sometimes,0-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Some of them,No
34,Man,Yes,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,No
62,Man,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Some of them,Yes,Yes
23,Women,No,No,NA,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Some of them,Some of them,Don't know
35,Man,No,No,NA,More than 1000,No,No,No,No,No,No,Don't know,Don't know,No,No,No
25,Man,Yes,No,Rarely,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Don't know
36,Man,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat difficult,Some of them,Yes,Yes
41,Women,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Some of them,Yes
24,Man,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,Some of them,Some of them,Yes
51,Man,No,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,No,No,Don't know
29,Man,No,Yes,Sometimes,0-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,Some of them,Yes
31,Women,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Yes,Yes
27,Man,No,No,NA,0-25,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,Yes,Don't know
31,Man,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Yes,No
27,Women,Yes,No,Sometimes,500-1000,Yes,Yes,No,No,No,No,No,Very difficult,No,No,No
23,Man,No,No,Rarely,0-25,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Some of them,Yes,Yes
21,Man,No,No,Never,26-100,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Don't know,No,No,Don't know
27,Women,Yes,Yes,Sometimes,0-25,No,Yes,No,Yes,No,No,No,Somewhat difficult,Some of them,Some of them,No
39,Man,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Some of them,Yes,No
26,Man,Yes,Yes,Never,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No
27,Man,No,No,Never,0-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
22,Women,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Some of them,Some of them,No
26,Women,Yes,Yes,Often,100-500,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,No,No,No
31,Women,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Yes,Yes
32,Man,No,No,Never,0-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Yes
28,Women,Yes,Yes,Often,100-500,Yes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Some of them,Some of them,No
28,Man,Yes,Yes,Rarely,100-500,No,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Some of them,Some of them,No
23,Women,No,No,NA,0-25,No,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,Some of them,Yes
30,Man,No,No,Never,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,Yes,Yes
36,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Some of them,Yes,No
21,Man,Yes,No,NA,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Some of them,Yes,Yes
30,Man,No,No,Often,26-100,No,Yes,No,No,Don't know,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
25,Women,Yes,No,NA,500-1000,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
32,Man,No,Yes,Sometimes,0-25,No,Yes,No,No,No,No,Don't know,Very easy,Some of them,Yes,Don't know
29,Women,No,Yes,Sometimes,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,Some of them,Yes
21,Man,No,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Some of them,Some of them,Yes
27,Women,Yes,Yes,Rarely,100-500,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
32,Women,No,Yes,Often,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
34,Man,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes,Yes
33,Man,No,No,NA,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,No,Don't know
22,Man,Yes,Yes,Sometimes,0-25,Yes,Yes,No,Not sure,No,Don't know,Don't know,Somewhat easy,Some of them,Yes,Yes
24,Man,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Yes
65,Man,No,No,NA,0-25,Yes,No,No,No,No,No,Don't know,Very easy,Some of them,No,Yes
27,Man,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,No,Yes
33,Man,No,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,Some of them,Yes,Yes
36,Man,No,Yes,Rarely,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
40,Man,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Some of them,No
28,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Some of them,No,No
39,Man,No,Yes,Sometimes,500-1000,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Yes,Yes,Don't know
32,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,Yes,Some of them,Don't know
31,Man,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,Some of them,No
38,Man,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,No,Don't know
23,Man,Yes,Yes,Rarely,500-1000,No,Yes,No,Yes,No,No,Don't know,Don't know,Some of them,Yes,Yes
42,Man,No,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes,Don't know
27,Women,No,No,Sometimes,500-1000,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,Some of them,Yes,Yes
26,Women,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,Yes,No
50,Man,No,No,Never,26-100,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No
37,Man,Yes,No,Never,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,Yes,Yes
23,Man,No,No,NA,26-100,No,Yes,Don't know,No,Don't know,No,Don't know,Don't know,Yes,Yes,Don't know
33,Man,Yes,No,Sometimes,0-25,Yes,Yes,Don't know,Not sure,No,No,Yes,Very easy,Some of them,Yes,Yes
29,Man,No,No,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Some of them,No,No
34,Man,Yes,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
41,Man,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
50,Man,Yes,No,NA,100-500,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Yes,Don't know
29,Man,No,Yes,Never,More than 1000,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Some of them,No,Don't know
35,Man,No,No,Never,0-25,No,Yes,No,Yes,No,No,Yes,Very easy,Some of them,Yes,Yes
27,Man,No,No,Sometimes,500-1000,Yes,Yes,No,No,No,No,Yes,Don't know,Some of them,Yes,No
40,Women,No,No,Never,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,Yes,Don't know
27,Man,No,Yes,Often,100-500,Yes,Yes,No,No,No,No,Don't know,Don't know,Some of them,No,No
29,Women,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,Some of them,Some of them,Don't know
31,Man,Yes,Yes,Sometimes,0-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes,Don't know
43,Man,No,Yes,Sometimes,0-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Yes,Don't know
34,Man,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
29,Man,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,No,Somewhat difficult,Some of them,Some of them,Don't know
19,Man,Yes,Yes,Sometimes,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,No,Don't know
41,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Some of them,Some of them,No
29,Man,Yes,No,Never,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Yes,Yes
23,Man,No,No,Rarely,100-500,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Yes
24,Women,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,No,No
31,Man,No,No,NA,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Don't know
43,Man,No,No,NA,500-1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Yes
31,Man,Yes,Yes,Rarely,100-500,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Some of them,No,No
29,Man,Yes,No,Often,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Yes,Don't know
35,Man,Yes,No,NA,0-25,Yes,Yes,No,No,Yes,Yes,Don't know,Very easy,Yes,Yes,Yes
33,Man,Yes,Yes,Sometimes,100-500,No,No,Yes,Not sure,No,No,Yes,Somewhat difficult,No,No,No
30,Man,Yes,Yes,Often,500-1000,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,Yes,Yes,Yes
27,Man,No,No,NA,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No
32,Man,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,Some of them,Some of them,No
50,Man,No,No,Sometimes,500-1000,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
24,Man,No,No,Never,26-100,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No,No
27,Man,No,No,NA,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Yes
27,Man,No,No,Never,500-1000,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Don't know
32,Man,No,Yes,Sometimes,0-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Some of them,Yes,Yes
42,Man,No,No,Rarely,0-25,Yes,No,No,Yes,No,No,Don't know,Very easy,Some of them,Yes,Yes
37,Man,No,No,Often,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,Some of them,No,No
30,Man,No,No,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Some of them,No,No
29,Man,No,No,Rarely,More than 1000,No,Yes,Yes,No,No,No,Don't know,Very easy,Some of them,No,Don't know
30,Man,No,Yes,Often,0-25,Yes,Yes,No,Not sure,No,Yes,Don't know,Somewhat difficult,Yes,Yes,Yes
35,Man,No,No,Never,26-100,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Some of them,Some of them,Yes
35,Man,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Some of them,No,No
38,Man,Yes,No,Often,26-100,Yes,Yes,No,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
22,Man,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Yes,Yes
24,Man,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
22,Man,No,No,Never,500-1000,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes,No
31,Women,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Very easy,Some of them,Some of them,Don't know
23,Women,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Don't know
31,Women,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
28,Women,Yes,Yes,Rarely,500-1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Some of them,No
37,Man,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Some of them,Some of them,No
34,Man,Yes,Yes,Sometimes,0-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Some of them,Some of them,No
32,Man,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Some of them,No,No
28,Man,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
24,Women,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,Don't know
56,Man ,Yes,Yes,Rarely,0-25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
31,Man,No,No,Sometimes,0-25,Yes,Yes,No,No,No,No,No,Very easy,Yes,Yes,Yes
34,Women,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Some of them,Yes,Yes
35,Man,No,Yes,Rarely,100-500,No,No,Don't know,No,Yes,Don't know,Don't know,Very easy,Some of them,Yes,Yes
28,Man,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
36,Man,Yes,Yes,Often,0-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Yes,Yes
30,Man,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,Some of them,Yes,Yes
35,Man,No,No,NA,500-1000,Yes,Yes,Yes,Not sure,No,No,Yes,Very easy,Some of them,Yes,Yes
49,Man,Yes,Yes,Sometimes,500-1000,Yes,Yes,No,Yes,Yes,No,Don't know,Somewhat difficult,No,No,No
36,Man,No,No,NA,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Yes,Yes
35,Man,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Some of them,Some of them,Don't know
29,Women,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Some of them,Some of them,No
57,Man,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,No,Don't know
31,Women,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,Don't know,Some of them,No,Don't know
37,Man,No,No,Never,0-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Don't know
25,Man,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,Some of them,No
30,Man,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Some of them,Some of them,Don't know
26,Women,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Yes,Don't know
22,Women,No,No,Often,0-25,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,Don't know
39,Man,No,No,Rarely,More than 1000,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,Some of them,Some of them,Don't know
29,Man,Yes,Yes,Never,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No
54,Man,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,Some of them,Yes,Don't know
34,Women,Yes,No,Never,500-1000,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Don't know
32,Man,No,Yes,Never,500-1000,No,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,No,No,Yes
25,Man,No,No,NA,0-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Yes,Don't know
29,Man,No,No,Rarely,500-1000,No,Yes,No,No,No,No,No,Somewhat difficult,Some of them,No,Yes
32,Man,No,No,Never,500-1000,Yes,Yes,No,No,No,No,Don't know,Don't know,Some of them,Yes,Don't know
30,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Some of them,Yes,Yes
31,Man,No,No,NA,0-25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Some of them,Yes,Don't know
20,Women,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Some of them,Yes
27,Man,No,No,Never,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Yes,Don't know
32,Man,No,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
26,Man,No,No,Never,500-1000,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Yes,Yes
30,Man,No,No,Sometimes,More than 1000,No,No,Don't know,No,No,No,Yes,Very easy,Some of them,Some of them,Don't know
30,Man,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,Don't know,Very difficult,Some of them,No,No
22,Man,No,No,NA,500-1000,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Some of them,Some of them,Yes
24,Man,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Don't know
26,Man,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Don't know
43,Man,No,No,NA,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Yes,Don't know
26,Man,No,No,Never,26-100,No,Yes,No,Not sure,No,Don't know,Don't know,Somewhat difficult,Some of them,No,Don't know
23,Man,Yes,No,Sometimes,0-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Don't know
